data_provider_1,data_provider_2,system_ID_1,system_ID_2,installation_date,system_size_DC,total_installed_price,rebate_or_grant,customer_segment,expansion_system,multiple_phase_system,new_construction,tracking,ground_mounted,zip_code,city,state,utility_service_territory,third_party_owned,installer_name,self_installed,azimuth_1,azimuth_2,azimuth_3,tilt_1,tilt_2,tilt_3,module_manufacturer_1,module_model_1,module_quantity_1,module_manufacturer_2,module_model_2,module_quantity_2,module_manufacturer_3,module_model_3,module_quantity_3,additional_modules,technology_module_1,technology_module_2,technology_module_3,BIPV_module_1,BIPV_module_2,BIPV_module_3,bifacial_module_1,bifacial_module_2,bifacial_module_3,nameplate_capacity_module_1,nameplate_capacity_module_2,nameplate_capacity_module_3,efficiency_module_1,efficiency_module_2,efficiency_module_3,inverter_manufacturer_1,inverter_model_1,inverter_quantity_1,inverter_manufacturer_2,inverter_model_2,inverter_quantity_2,inverter_manufacturer_3,inverter_model_3,inverter_quantity_3,additional_inverters,micro_inverter_1,micro_inverter_2,micro_inverter_3,built_in_meter_inverter_1,built_in_meter_inverter_2,built_in_meter_inverter_3,output_capacity_inverter_1,output_capacity_inverter_2,output_capacity_inverter_3,DC_optimizer,inverter_loading_ratio,dateOfBatteryInstall,battery_manufacturer,battery_model,battery_rated_capacity_kW,battery_rated_capacity_kWh
"Massachusetts Clean Energy Center",Massachusetts Department of Energy Resources,CPV-MA19-00147,-1,28-May-2004,1.2,10900,4590,RES,0,0,-1,0,-1,02536,"Falmouth",MA,"NSTAR DBA EverSource",-1,"Tj Design",0,210,-1,-1,30,-1,-1,"-1",-1,4,"-1",-1,-1,"-1",-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"SMA America","SWR 2100U",1,"-1",-1,-1,"-1",-1,-1,0,0,-1,-1,0,-1,-1,2.1,-1,-1,0,-1,-1,"-1",-1,-1,-1
"Massachusetts Clean Energy Center",Massachusetts Department of Energy Resources,OPV-SW87-00149,-1,15-Oct-2004,2.76,16379,9936,RES,0,0,-1,0,-1,01508,"Charlton",MA,"National Grid",-1,"Freedom Energy Systems",0,180,-1,-1,35,-1,-1,"-1",-1,24,"-1",-1,-1,"-1",-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"SMA America","SWR 2500U",1,"-1",-1,-1,"-1",-1,-1,0,0,-1,-1,1,-1,-1,2.5,-1,-1,0,1.104,-1,"-1",-1,-1,-1
"Massachusetts Clean Energy Center",Massachusetts Department of Energy Resources,OPV-SW87-00152,-1,23-Dec-2004,2.76,16379,9936,RES,0,0,-1,0,-1,02649,"Mashpee",MA,"NSTAR DBA EverSource",-1,"B & L Design & Construction",0,180,-1,-1,35,-1,-1,"-1",-1,24,"-1",-1,-1,"-1",-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"SMA America","SWR 2500U",1,"-1",-1,-1,"-1",-1,-1,0,0,-1,-1,1,-1,-1,2.5,-1,-1,0,1.104,-1,"-1",-1,-1,-1
"Massachusetts Clean Energy Center",Massachusetts Department of Energy Resources,CPV-JL23-00177,-1,01-Oct-2005,2.76,16366,12420,RES,0,0,-1,0,-1,01879,"Tyngsborough",MA,"National Grid",-1,"-1",0,180,-1,-1,40,-1,-1,"-1",-1,24,"-1",-1,-1,"-1",-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"SMA America","SWR 2500U",1,"-1",-1,-1,"-1",-1,-1,0,0,-1,-1,1,-1,-1,2.5,-1,-1,0,1.104,-1,"-1",-1,-1,-1
"Massachusetts Clean Energy Center",Massachusetts Department of Energy Resources,CPV-JL23-00178,-1,01-Oct-2005,2.76,16366,12420,RES,0,0,-1,0,-1,01879,"Tyngsborough",MA,"National Grid",-1,"-1",0,180,-1,-1,40,-1,-1,"-1",-1,24,"-1",-1,-1,"-1",-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"SMA America","SWR 2500U",1,"-1",-1,-1,"-1",-1,-1,0,0,-1,-1,1,-1,-1,2.5,-1,-1,0,1.104,-1,"-1",-1,-1,-1
"Massachusetts Clean Energy Center",Massachusetts Department of Energy Resources,CPV-JL23-00179,-1,31-Oct-2005,2.76,16366,12420,RES,0,0,-1,0,-1,01879,"Tyngsborough",MA,"National Grid",-1,"-1",0,180,-1,-1,40,-1,-1,"-1",-1,24,"-1",-1,-1,"-1",-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"SMA America","SWR 2500U",1,"-1",-1,-1,"-1",-1,-1,0,0,-1,-1,1,-1,-1,2.5,-1,-1,0,1.104,-1,"-1",-1,-1,-1
"Massachusetts Clean Energy Center",Massachusetts Department of Energy Resources,OPV-JW187-00193,-1,19-May-2004,1.8,10470,5394.6,RES,0,0,-1,0,-1,01093,"Whately",MA,"WMECO DBA EverSource",-1,"Berkshire Photovoltaic Services (BPVS)",0,180,-1,-1,35,-1,-1,"-1",-1,4,"-1",-1,2,"-1",-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"SMA America","SWR 2100U",1,"-1",-1,-1,"-1",-1,-1,0,0,-1,-1,0,-1,-1,2.1,-1,-1,0,0.857142857142857,-1,"-1",-1,-1,-1
"Massachusetts Clean Energy Center",Massachusetts Department of Energy Resources,CPV-MA19-00194,-1,25-Jun-2004,2.4,17540,9180,RES,0,0,-1,0,-1,02639,"Dennis",MA,"NSTAR DBA EverSource",-1,"Tj Design",0,225,-1,-1,23,-1,-1,"-1",-1,8,"-1",-1,-1,"-1",-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"SMA America","SWR 2500U",1,"-1",-1,-1,"-1",-1,-1,0,0,-1,-1,1,-1,-1,2.5,-1,-1,0,0.96,-1,"-1",-1,-1,-1
"Massachusetts Clean Energy Center",Massachusetts Department of Energy Resources,CPV-LG8-00195,-1,21-Jun-2004,30.3,209886,115668,COM,0,0,-1,0,-1,02451,"Waltham",MA,"NSTAR DBA EverSource",-1,"Lighthouse Electrical Contracting Inc.Aldon Electric Inc.",0,170,-1,-1,5,-1,-1,"-1",-1,101,"-1",-1,-1,"-1",-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"Xantrex Technology","PV30-480 [208V]",1,"-1",-1,-1,"-1",-1,-1,0,0,-1,-1,1,-1,-1,29.97,-1,-1,0,1.01101101101101,-1,"-1",-1,-1,-1
"Massachusetts Clean Energy Center",Massachusetts Department of Energy Resources,CPV-LG80-00196,-1,15-Sep-2004,2.035,33438.37,9160,SCHOOL,0,0,-1,0,-1,02119,"Boston",MA,"NSTAR DBA EverSource",-1,"Solar Works",0,120,-1,-1,45,-1,-1,"-1",-1,11,"-1",-1,-1,"-1",-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"SMA America","SWR 2500U",1,"-1",-1,-1,"-1",-1,-1,0,0,-1,-1,1,-1,-1,2.5,-1,-1,0,0.814,-1,"-1",-1,-1,-1
"Massachusetts Clean Energy Center",Massachusetts Department of Energy Resources,OPV-SW88-00197,-1,23-Dec-2004,4.2,30074,18900,RES,0,0,-1,0,-1,01701,"Framingham",MA,"NSTAR DBA EverSource",-1,"Conservation Services Group Csg",0,180,-1,-1,60,-1,-1,"-1",-1,24,"-1",-1,-1,"-1",-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"SMA America","SWR 2100U",1,"-1",-1,-1,"-1",-1,-1,0,0,-1,-1,0,-1,-1,2.1,-1,-1,0,-1,-1,"-1",-1,-1,-1
"Massachusetts Clean Energy Center",Massachusetts Department of Energy Resources,OPV-JW187-00198,-1,15-Jul-2004,1.8,10470,5394.6,RES,0,0,-1,0,-1,01360,"Northfield",MA,"WMECO DBA EverSource",-1,"Berkshire Photovoltaic Services (BPVS)",0,180,-1,-1,0,-1,-1,"-1",-1,4,"-1",-1,2,"-1",-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"SMA America","SWR 2100U",1,"-1",-1,-1,"-1",-1,-1,0,0,-1,-1,0,-1,-1,2.1,-1,-1,0,0.857142857142857,-1,"-1",-1,-1,-1
"Massachusetts Clean Energy Center",Massachusetts Department of Energy Resources,OPV-SW88-00199,-1,20-Apr-2005,2.64,17916,11880,RES,0,0,-1,0,-1,02053,"Medway",MA,"NSTAR DBA EverSource",-1,"Conservation Services Group Csg",0,90,-1,-1,45,-1,-1,"-1",-1,24,"-1",-1,-1,"-1",-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"SMA America","SWR 2500U",1,"-1",-1,-1,"-1",-1,-1,0,0,-1,-1,1,-1,-1,2.5,-1,-1,0,1.056,-1,"-1",-1,-1,-1
"Massachusetts Clean Energy Center",Massachusetts Department of Energy Resources,CPV-LR12-00202,-1,20-Apr-2004,3.08,19077,13850,RES,0,0,-1,0,-1,01845,"North Andover",MA,"National Grid",-1,"Solectria Renewables",0,180,-1,-1,43,-1,-1,"-1",-1,28,"-1",-1,-1,"-1",-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"SMA America","SWR 2500U",1,"-1",-1,-1,"-1",-1,-1,0,0,-1,-1,1,-1,-1,2.5,-1,-1,0,1.232,-1,"-1",-1,-1,-1
"Massachusetts Clean Energy Center",Massachusetts Department of Energy Resources,OPV-JW175-00203,-1,19-May-2004,1.2,10800,5400,RES,0,0,-1,0,-1,01054,"Leverett",MA,"WMECO DBA EverSource",-1,"Berkshire Photovoltaic Services (BPVS)",0,180,-1,-1,22,-1,-1,"-1",-1,4,"-1",-1,-1,"-1",-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"SMA America","SWR 2100U",1,"-1",-1,-1,"-1",-1,-1,0,0,-1,-1,0,-1,-1,2.1,-1,-1,0,-1,-1,"-1",-1,-1,-1
"Massachusetts Clean Energy Center",Massachusetts Department of Energy Resources,GBI-JB34-00204,-1,20-Aug-2004,26.95,428414,337500,GOV,0,0,-1,0,-1,02139,"Cambridge",MA,"NSTAR DBA EverSource",-1,"EDF Renewable Energy",0,180,-1,-1,0,-1,-1,"-1",-1,245,"-1",-1,-1,"-1",-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"SMA America","SWR 2100U",1,"-1",-1,-1,"-1",-1,-1,0,0,-1,-1,0,-1,-1,2.1,-1,-1,0,-1,-1,"-1",-1,-1,-1
"Massachusetts Clean Energy Center",Massachusetts Department of Energy Resources,CPV-LG80-00205,-1,13-May-2004,2.4,19000,10800,SCHOOL,0,0,-1,0,-1,02171,"Quincy",MA,"National Grid",-1,"Lighthouse Electrical Contracting Inc.Aldon Electric Inc.",0,170,-1,-1,5,-1,-1,"-1",-1,8,"-1",-1,-1,"-1",-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"SMA America","SWR 2500U",1,"-1",-1,-1,"-1",-1,-1,0,0,-1,-1,1,-1,-1,2.5,-1,-1,0,0.96,-1,"-1",-1,-1,-1
"Massachusetts Clean Energy Center",Massachusetts Department of Energy Resources,CPV-LG80-00206,-1,21-May-2004,1.2,12374,5400,SCHOOL,0,0,-1,0,-1,01609,"Worcester",MA,"National Grid",-1,"Wpi",0,180,-1,-1,5,-1,-1,"-1",-1,4,"-1",-1,-1,"-1",-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"SMA America","SWR 2100U",1,"-1",-1,-1,"-1",-1,-1,0,0,-1,-1,0,-1,-1,2.1,-1,-1,0,-1,-1,"-1",-1,-1,-1
"Massachusetts Clean Energy Center",Massachusetts Department of Energy Resources,CPV-MA19-00207,-1,17-Jun-2004,3,20197.5,11475,GOV,0,0,-1,0,-1,02630,"Barnstable",MA,"NSTAR DBA EverSource",-1,"Tj Design",0,180,-1,-1,0,-1,-1,"-1",-1,10,"-1",-1,-1,"-1",-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"SMA America","SWR 2500U",1,"-1",-1,-1,"-1",-1,-1,0,0,-1,-1,1,-1,-1,2.5,-1,-1,0,1.2,-1,"-1",-1,-1,-1
"Massachusetts Clean Energy Center",Massachusetts Department of Energy Resources,CPV-MA19-00208,-1,17-Jun-2004,3,20197.5,11475,RES,0,0,-1,0,-1,02642,"Eastham",MA,"NSTAR DBA EverSource",-1,"Tj Design",0,190,-1,-1,15,-1,-1,"-1",-1,10,"-1",-1,-1,"-1",-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"SMA America","SWR 2500U",1,"-1",-1,-1,"-1",-1,-1,0,0,-1,-1,1,-1,-1,2.5,-1,-1,0,1.2,-1,"-1",-1,-1,-1
"Massachusetts Clean Energy Center",Massachusetts Department of Energy Resources,CPV-KP15-00209,-1,16-Jun-2004,2.52,23123,11340,RES,0,0,-1,0,-1,01531,"New Braintree",MA,"National Grid",-1,"PV Squared",0,180,-1,-1,33,-1,-1,"-1",-1,14,"-1",-1,-1,"-1",-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"SMA America","SWR 2500U",1,"-1",-1,-1,"-1",-1,-1,0,0,-1,-1,1,-1,-1,2.5,-1,-1,0,1.008,-1,"-1",-1,-1,-1
"Massachusetts Clean Energy Center",Massachusetts Department of Energy Resources,CPV-MA19-00210,-1,05-May-2004,1.92,15303,7344,RES,0,0,-1,0,-1,02575,"West Tisbury",MA,"NSTAR DBA EverSource",-1,"Mv Electricians",0,185,-1,-1,37,-1,-1,"-1",-1,12,"-1",-1,-1,"-1",-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"SMA America","SWR 2100U",1,"-1",-1,-1,"-1",-1,-1,0,0,-1,-1,0,-1,-1,2.1,-1,-1,0,0.914285714285714,-1,"-1",-1,-1,-1
"Massachusetts Clean Energy Center",Massachusetts Department of Energy Resources,CPV-LR12-00211,-1,12-Jun-2004,2.76,17878,12420,RES,0,0,-1,0,-1,02420,"Lexington",MA,"NSTAR DBA EverSource",-1,"Conservation Services Group Csg",0,230,-1,-1,30,-1,-1,"-1",-1,24,"-1",-1,-1,"-1",-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"SMA America","SWR 2500U",1,"-1",-1,-1,"-1",-1,-1,0,0,-1,-1,1,-1,-1,2.5,-1,-1,0,1.104,-1,"-1",-1,-1,-1
"Massachusetts Clean Energy Center",Massachusetts Department of Energy Resources,OPV-JW175-00212,-1,15-Jul-2004,2.4,20940,10800,RES,0,0,-1,0,-1,01002,"Amherst",MA,"WMECO DBA EverSource",-1,"Berkshire Photovoltaic Services (BPVS)",0,180,-1,-1,45,-1,-1,"-1",-1,8,"-1",-1,-1,"-1",-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"SMA America","SWR 2500U",1,"-1",-1,-1,"-1",-1,-1,0,0,-1,-1,1,-1,-1,2.5,-1,-1,0,0.96,-1,"-1",-1,-1,-1
"Massachusetts Clean Energy Center",Massachusetts Department of Energy Resources,CPV-LR12-00213,-1,03-Dec-2004,13.23,95824,59535,SCHOOL,0,0,-1,0,-1,02139,"Cambridge",MA,"NSTAR DBA EverSource",-1,"Zapotec Energy",0,155,-1,-1,5,-1,-1,"-1",-1,42,"-1",-1,-1,"-1",-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"Yaskawa Solectria Solar","PVI 75 kW-480PE",1,"-1",-1,-1,"-1",-1,-1,0,0,-1,-1,0,-1,-1,75,-1,-1,0,-1,-1,"-1",-1,-1,-1
"Massachusetts Clean Energy Center",Massachusetts Department of Energy Resources,CPV-LR12-00215,-1,11-Aug-2004,2.76,17878,12420,RES,0,0,-1,0,-1,02474,"Arlington",MA,"NSTAR DBA EverSource",-1,"Conservation Services Group Csg",0,170,-1,-1,30,-1,-1,"-1",-1,24,"-1",-1,-1,"-1",-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"SMA America","SWR 2500U",1,"-1",-1,-1,"-1",-1,-1,0,0,-1,-1,1,-1,-1,2.5,-1,-1,0,1.104,-1,"-1",-1,-1,-1
"Massachusetts Clean Energy Center",Massachusetts Department of Energy Resources,CPV-LR12-00216,-1,16-Nov-2004,2.52,23351.8,11340,RES,0,0,-1,0,-1,02138,"Cambridge",MA,"NSTAR DBA EverSource",-1,"Zapotec Energy",0,170,-1,-1,5,-1,-1,"-1",-1,8,"-1",-1,-1,"-1",-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"SMA America","SWR 2500U",1,"-1",-1,-1,"-1",-1,-1,0,0,-1,-1,1,-1,-1,2.5,-1,-1,0,1.008,-1,"-1",-1,-1,-1
"Massachusetts Clean Energy Center",Massachusetts Department of Energy Resources,CPV-LR12-00217,-1,12-Aug-2004,2.88,20000,12960,RES,0,0,-1,0,-1,02138,"Cambridge",MA,"NSTAR DBA EverSource",-1,"Zapotec Energy",0,165,-1,-1,25,-1,-1,"-1",-1,18,"-1",-1,-1,"-1",-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"SMA America","SWR 2500U",1,"-1",-1,-1,"-1",-1,-1,0,0,-1,-1,1,-1,-1,2.5,-1,-1,0,1.152,-1,"-1",-1,-1,-1
"Massachusetts Clean Energy Center",Massachusetts Department of Energy Resources,CPV-MA19-00219,-1,09-Jul-2004,2.88,20488.96,11016,RES,0,0,-1,0,-1,02575,"West Tisbury",MA,"NSTAR DBA EverSource",-1,"Mv Electricians",0,165,-1,-1,21,-1,-1,"-1",-1,18,"-1",-1,-1,"-1",-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"SMA America","SWR 2100U",2,"-1",-1,-1,"-1",-1,-1,0,0,-1,-1,0,-1,-1,2.1,-1,-1,0,-1,-1,"-1",-1,-1,-1
"Massachusetts Clean Energy Center",Massachusetts Department of Energy Resources,CPV-MA19-00220,-1,15-Jul-2004,3,20600,11475,RES,0,0,-1,0,-1,02539,"Edgartown",MA,"NSTAR DBA EverSource",-1,"-1",0,150,-1,-1,27,-1,-1,"Merlin Solar Technologies, Inc.",FX 150L-B,20,"-1",-1,-1,"-1",-1,-1,0,Monocrystalline,-1,-1,0,-1,-1,0,-1,-1,150,-1,-1,0.135135135135135,-1,-1,"SMA America","SWR 2500U",1,"-1",-1,-1,"-1",-1,-1,0,0,-1,-1,1,-1,-1,2.5,-1,-1,0,1.2,-1,"-1",-1,-1,-1
"Massachusetts Clean Energy Center",Massachusetts Department of Energy Resources,CPV-MA19-00221,-1,16-Jul-2004,2.1,15700,8032.5,RES,0,0,-1,0,-1,02575,"West Tisbury",MA,"NSTAR DBA EverSource",-1,"Mv Electricians",0,180,-1,-1,40,-1,-1,"Merlin Solar Technologies, Inc.",FX 150L-B,14,"-1",-1,-1,"-1",-1,-1,0,Monocrystalline,-1,-1,0,-1,-1,0,-1,-1,150,-1,-1,0.135135135135135,-1,-1,"SMA America","SWR 2100U",1,"-1",-1,-1,"-1",-1,-1,0,0,-1,-1,0,-1,-1,2.1,-1,-1,0,1,-1,"-1",-1,-1,-1
"Massachusetts Clean Energy Center",Massachusetts Department of Energy Resources,CPV-MA19-00222,-1,23-Aug-2004,3,20200,11475,RES,0,0,-1,0,-1,02575,"West Tisbury",MA,"NSTAR DBA EverSource",-1,"Bennett Electric Amp Solar",0,200,-1,-1,27,-1,-1,"Merlin Solar Technologies, Inc.",FX 150L-B,20,"-1",-1,-1,"-1",-1,-1,0,Monocrystalline,-1,-1,0,-1,-1,0,-1,-1,150,-1,-1,0.135135135135135,-1,-1,"SMA America","SWR 2500U",1,"-1",-1,-1,"-1",-1,-1,0,0,-1,-1,1,-1,-1,2.5,-1,-1,0,1.2,-1,"-1",-1,-1,-1
"Massachusetts Clean Energy Center",Massachusetts Department of Energy Resources,CPV-MA19-00223,-1,06-Jul-2004,3,20197.5,11475,RES,0,0,-1,0,-1,02534,"Bourne",MA,"NSTAR DBA EverSource",-1,"Tj Design",0,192,-1,-1,38,-1,-1,"-1",-1,10,"-1",-1,-1,"-1",-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"SMA America","SWR 2500U",1,"-1",-1,-1,"-1",-1,-1,0,0,-1,-1,1,-1,-1,2.5,-1,-1,0,1.2,-1,"-1",-1,-1,-1
"Massachusetts Clean Energy Center",Massachusetts Department of Energy Resources,CPV-MA19-00224,-1,24-Nov-2004,1.8,14557.5,6885,RES,0,0,-1,0,-1,02540,"Falmouth",MA,"NSTAR DBA EverSource",-1,"Tj Design",0,205,-1,-1,10,-1,-1,"-1",-1,6,"-1",-1,-1,"-1",-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"SMA America","SWR 2100U",1,"-1",-1,-1,"-1",-1,-1,0,0,-1,-1,0,-1,-1,2.1,-1,-1,0,0.857142857142857,-1,"-1",-1,-1,-1
"Massachusetts Clean Energy Center",Massachusetts Department of Energy Resources,CPV-MA19-00225,-1,23-Sep-2004,2.7,19000,10327.5,RES,0,0,-1,0,-1,02557,"Oak Bluffs",MA,"NSTAR DBA EverSource",-1,"Perry Electric",0,185,-1,-1,40,-1,-1,"Merlin Solar Technologies, Inc.",FX 150L-B,18,"-1",-1,-1,"-1",-1,-1,0,Monocrystalline,-1,-1,0,-1,-1,0,-1,-1,150,-1,-1,0.135135135135135,-1,-1,"SMA America","SWR 2500U",1,"-1",-1,-1,"-1",-1,-1,0,0,-1,-1,1,-1,-1,2.5,-1,-1,0,1.08,-1,"-1",-1,-1,-1
"Massachusetts Clean Energy Center",Massachusetts Department of Energy Resources,OPV-SP92-00226,-1,27-Nov-2004,7.014,40480,31565,RES,0,0,-1,0,-1,02726,"Somerset",MA,"National Grid",-1,"Alternate Energy, Inc.",0,190,-1,-1,35,-1,-1,"-1",-1,42,"-1",-1,-1,"-1",-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"SMA America","SWR 2500U",2,"-1",-1,-1,"-1",-1,-1,0,0,-1,-1,1,-1,-1,2.5,-1,-1,0,1.4028,-1,"-1",-1,-1,-1
"Massachusetts Clean Energy Center",Massachusetts Department of Energy Resources,CPV-MA19-00227,-1,04-Jan-2005,3,20197.5,11475,RES,0,0,-1,0,-1,02652,"Truro",MA,"NSTAR DBA EverSource",-1,"Tj Design",0,180,-1,-1,30,-1,-1,"-1",-1,10,"-1",-1,-1,"-1",-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"SMA America","SWR 2500U",1,"-1",-1,-1,"-1",-1,-1,0,0,-1,-1,1,-1,-1,2.5,-1,-1,0,1.2,-1,"-1",-1,-1,-1
"Massachusetts Clean Energy Center",Massachusetts Department of Energy Resources,OPV-SP92-00228,-1,05-Jan-2005,4.008,35080,18035,COM,0,0,-1,0,-1,02360,"Plymouth",MA,"NSTAR DBA EverSource",-1,"Alternate Energy, Inc.",0,190,-1,-1,38,-1,-1,"-1",-1,24,"-1",-1,-1,"-1",-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"Sharp","JH-3500U [240V]",1,"-1",-1,-1,"-1",-1,-1,0,0,-1,-1,1,-1,-1,3.5,-1,-1,0,1.14514285714286,-1,"-1",-1,-1,-1
"Massachusetts Clean Energy Center",Massachusetts Department of Energy Resources,CPV-MA19-00230,-1,24-Mar-2005,3,20197.5,11475,RES,0,0,-1,0,-1,02536,"Falmouth",MA,"NSTAR DBA EverSource",-1,"Tj Design",0,208,-1,-1,25,-1,-1,"-1",-1,10,"-1",-1,-1,"-1",-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"Fronius International GmbH","IG 3000",1,"-1",-1,-1,"-1",-1,-1,0,0,-1,-1,1,-1,-1,2.7,-1,-1,0,1.11111111111111,-1,"-1",-1,-1,-1
"Massachusetts Clean Energy Center",Massachusetts Department of Energy Resources,OPV-DH256-00231,-1,15-Oct-2004,48.64,387300,123220.7,COM,0,0,-1,0,-1,01950,"Newburyport",MA,"National Grid",-1,"Moss Hollow Solar, LLC",0,180,-1,-1,20,-1,-1,"-1",-1,304,"-1",-1,-1,"-1",-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"SMA America","SWR 2500U",1,"-1",-1,-1,"-1",-1,-1,0,0,-1,-1,1,-1,-1,2.5,-1,-1,0,-1,-1,"-1",-1,-1,-1
"Massachusetts Clean Energy Center",Massachusetts Department of Energy Resources,OPV-DH256-00232,-1,15-Jul-2004,1.92,23000,4863.98,COM,0,0,-1,1,1,01950,"Newburyport",MA,"National Grid",-1,"Moss Hollow Solar, LLC",0,180,-1,-1,20,-1,-1,"-1",-1,12,"-1",-1,-1,"-1",-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"SMA America","SWR 2100U",1,"-1",-1,-1,"-1",-1,-1,0,0,-1,-1,0,-1,-1,2.1,-1,-1,0,0.914285714285714,-1,"-1",-1,-1,-1
"Massachusetts Clean Energy Center",Massachusetts Department of Energy Resources,OPV-CD91-00233,-1,16-Jul-2004,1.2,11614,5400,RES,0,0,-1,0,-1,02474,"Arlington",MA,"NSTAR DBA EverSource",-1,"Berkshire Photovoltaic Services (BPVS)",0,183,-1,-1,12,-1,-1,"-1",-1,4,"-1",-1,-1,"-1",-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"SMA America","SWR 2100U",1,"-1",-1,-1,"-1",-1,-1,0,0,-1,-1,0,-1,-1,2.1,-1,-1,0,-1,-1,"-1",-1,-1,-1
"Massachusetts Clean Energy Center",Massachusetts Department of Energy Resources,GBI-JY257-00236,-1,16-Jun-2004,27.36,272559,329871,COM,0,0,-1,0,-1,01453,"Leominster",MA,"National Grid",-1,"EDF Renewable Energy",0,270,-1,-1,23,-1,-1,"-1",-1,144,"-1",-1,-1,"-1",-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"SMA America","SWR 2500U",1,"-1",-1,-1,"-1",-1,-1,0,0,-1,-1,1,-1,-1,2.5,-1,-1,0,-1,-1,"-1",-1,-1,-1
