data_provider_1,data_provider_2,system_ID_1,system_ID_2,installation_date,system_size_DC,total_installed_price,rebate_or_grant,customer_segment,expansion_system,multiple_phase_system,new_construction,tracking,ground_mounted,zip_code,city,state,utility_service_territory,third_party_owned,installer_name,self_installed,azimuth_1,azimuth_2,azimuth_3,tilt_1,tilt_2,tilt_3,module_manufacturer_1,module_model_1,module_quantity_1,module_manufacturer_2,module_model_2,module_quantity_2,module_manufacturer_3,module_model_3,module_quantity_3,additional_modules,technology_module_1,technology_module_2,technology_module_3,BIPV_module_1,BIPV_module_2,BIPV_module_3,bifacial_module_1,bifacial_module_2,bifacial_module_3,nameplate_capacity_module_1,nameplate_capacity_module_2,nameplate_capacity_module_3,efficiency_module_1,efficiency_module_2,efficiency_module_3,inverter_manufacturer_1,inverter_model_1,inverter_quantity_1,inverter_manufacturer_2,inverter_model_2,inverter_quantity_2,inverter_manufacturer_3,inverter_model_3,inverter_quantity_3,additional_inverters,micro_inverter_1,micro_inverter_2,micro_inverter_3,built_in_meter_inverter_1,built_in_meter_inverter_2,built_in_meter_inverter_3,output_capacity_inverter_1,output_capacity_inverter_2,output_capacity_inverter_3,DC_optimizer,inverter_loading_ratio,dateOfBatteryInstall,battery_manufacturer,battery_model,battery_rated_capacity_kW,battery_rated_capacity_kWh
"Massachusetts Clean Energy Center",Massachusetts Department of Energy Resources,OPV-BF54-00049,-1,03-Oct-2003,2.64,27426,11880,RES,0,0,-1,0,-1,01368,"Royalston",MA,"National Grid",-1,"Solar Works",0,195,-1,-1,35,-1,-1,"-1",-1,24,"-1",-1,-1,"-1",-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"SMA America","SWR 2500U",1,"-1",-1,-1,"-1",-1,-1,0,0,-1,-1,1,-1,-1,2.5,-1,-1,0,1.056,-1,"-1",-1,-1,-1
"Massachusetts Clean Energy Center",Massachusetts Department of Energy Resources,CPV-KP15-00050,-1,26-Aug-2003,2.22,26724.4,9990,RES,0,0,-1,1,1,01379,"Wendell",MA,"National Grid",-1,"PV Squared",0,180,-1,-1,0,-1,-1,"-1",-1,12,"-1",-1,-1,"-1",-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"SMA America","SWR 2100U",1,"-1",-1,-1,"-1",-1,-1,0,0,-1,-1,0,-1,-1,2.1,-1,-1,0,1.05714285714286,-1,"-1",-1,-1,-1
"Massachusetts Clean Energy Center",Massachusetts Department of Energy Resources,CPV-MA19-00051,-1,01-Oct-2003,1.92,16900,7344,RES,0,0,-1,0,-1,02539,"Edgartown",MA,"NSTAR DBA EverSource",-1,"Mv Electricians",0,145,-1,-1,27,-1,-1,"-1",-1,12,"-1",-1,-1,"-1",-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"SMA America","SWR 2100U",1,"-1",-1,-1,"-1",-1,-1,0,0,-1,-1,0,-1,-1,2.1,-1,-1,0,0.914285714285714,-1,"-1",-1,-1,-1
"Massachusetts Clean Energy Center",Massachusetts Department of Energy Resources,OPV-CD91-00052,-1,09-Sep-2003,2.4,20808,10800,RES,0,0,-1,0,-1,01266,"West Stockbridge",MA,"National Grid",-1,"Berkshire Photovoltaic Services (BPVS)",0,180,-1,-1,22,-1,-1,"-1",-1,8,"-1",-1,-1,"-1",-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"SMA America","SWR 2500U",1,"-1",-1,-1,"-1",-1,-1,0,0,-1,-1,1,-1,-1,2.5,-1,-1,0,0.96,-1,"-1",-1,-1,-1
"Massachusetts Clean Energy Center",Massachusetts Department of Energy Resources,OPV-CD91-00053,-1,13-Sep-2003,1.2,10750,5400,RES,0,0,-1,0,-1,01431,"Ashby",MA,"Unitil",-1,"Berkshire Photovoltaic Services (BPVS)",0,180,-1,-1,45,-1,-1,"-1",-1,4,"-1",-1,-1,"-1",-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"SMA America","SWR 2100U",1,"-1",-1,-1,"-1",-1,-1,0,0,-1,-1,0,-1,-1,2.1,-1,-1,0,-1,-1,"-1",-1,-1,-1
"Massachusetts Clean Energy Center",Massachusetts Department of Energy Resources,OPV-CD91-00054,-1,23-Oct-2003,2.4,20395,10800,RES,0,0,-1,0,-1,01740,"Bolton",MA,"National Grid",-1,"Berkshire Photovoltaic Services (BPVS)",0,166,-1,-1,30,-1,-1,"-1",-1,8,"-1",-1,-1,"-1",-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"SMA America","SWR 2500U",1,"-1",-1,-1,"-1",-1,-1,0,0,-1,-1,1,-1,-1,2.5,-1,-1,0,0.96,-1,"-1",-1,-1,-1
"Massachusetts Clean Energy Center",Massachusetts Department of Energy Resources,CPV-MA97-00056,-1,23-Sep-2003,1.6,13334,7200,GOV,0,0,-1,0,-1,02535,"Aquinnah",MA,"NSTAR DBA EverSource",-1,"-1",0,180,-1,-1,40,-1,-1,"-1",-1,10,"-1",-1,-1,"-1",-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"SMA America","SWR 2500U",1,"-1",-1,-1,"-1",-1,-1,0,0,-1,-1,1,-1,-1,2.5,-1,-1,0,-1,-1,"-1",-1,-1,-1
"Massachusetts Clean Energy Center",Massachusetts Department of Energy Resources,OPV-KW90-00057,-1,11-Sep-2003,2.7,20938,12150,GOV,0,0,-1,0,-1,02535,"Chilmark",MA,"NSTAR DBA EverSource",-1,"Mv Electricians",0,195,-1,-1,34,-1,-1,"Merlin Solar Technologies, Inc.",FX 150L-B,18,"-1",-1,-1,"-1",-1,-1,0,Monocrystalline,-1,-1,0,-1,-1,0,-1,-1,150,-1,-1,0.135135135135135,-1,-1,"SMA America","SWR 2500U",1,"-1",-1,-1,"-1",-1,-1,0,0,-1,-1,1,-1,-1,2.5,-1,-1,0,1.08,-1,"-1",-1,-1,-1
"Massachusetts Clean Energy Center",Massachusetts Department of Energy Resources,CPV-LG8-00058,-1,01-Oct-2003,2.2,17486.33,9256.5,RES,0,0,-1,0,-1,02130,"Boston",MA,"NSTAR DBA EverSource",-1,"Zapotec Energy",0,143,-1,-1,45,-1,-1,"-1",-1,22,"-1",-1,-1,"-1",-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"SMA America","SWR 2500U",1,"-1",-1,-1,"-1",-1,-1,0,0,-1,-1,1,-1,-1,2.5,-1,-1,0,0.88,-1,"-1",-1,-1,-1
"Massachusetts Clean Energy Center",Massachusetts Department of Energy Resources,CPV-LG8-00059,-1,08-Oct-2003,2.4,18896.49,10098,RES,0,0,-1,0,-1,02131,"Boston",MA,"NSTAR DBA EverSource",-1,"Zapotec Energy",0,180,-1,-1,35,-1,-1,"-1",-1,24,"-1",-1,-1,"-1",-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"SMA America","SWR 2500U",1,"-1",-1,-1,"-1",-1,-1,0,0,-1,-1,1,-1,-1,2.5,-1,-1,0,0.96,-1,"-1",-1,-1,-1
"Massachusetts Clean Energy Center",Massachusetts Department of Energy Resources,OPV-BF54-00060,-1,01-Oct-2003,2.53,25633.18,11385,RES,0,0,-1,0,-1,01039,"Williamsburg",MA,"National Grid",-1,"Solar Works",0,191,-1,-1,40,-1,-1,"-1",-1,23,"-1",-1,-1,"-1",-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"SMA America","SWR 2500U",1,"-1",-1,-1,"-1",-1,-1,0,0,-1,-1,1,-1,-1,2.5,-1,-1,0,1.012,-1,"-1",-1,-1,-1
"Massachusetts Clean Energy Center",Massachusetts Department of Energy Resources,CPV-LR12-00061,-1,11-Sep-2003,2.64,17500,11880,RES,0,0,-1,0,-1,02474,"Arlington",MA,"NSTAR DBA EverSource",-1,"Conservation Services Group Csg",0,190,-1,-1,30,-1,-1,"-1",-1,24,"-1",-1,-1,"-1",-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"SMA America","SWR 2500U",1,"-1",-1,-1,"-1",-1,-1,0,0,-1,-1,1,-1,-1,2.5,-1,-1,0,1.056,-1,"-1",-1,-1,-1
"Massachusetts Clean Energy Center",Massachusetts Department of Energy Resources,OPV-SW84-00062,-1,15-Jan-2004,13.2,99220,47520,COM,0,0,-1,0,-1,02180,"Stoneham",MA,"NSTAR DBA EverSource",-1,"Conservation Services Group Csg",0,180,-1,-1,5,-1,-1,"-1",-1,120,"-1",-1,-1,"-1",-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"Xantrex Technology","PV15-480 [208V]",1,"-1",-1,-1,"-1",-1,-1,0,0,-1,-1,1,-1,-1,15.28,-1,-1,0,0.863874345549738,-1,"-1",-1,-1,-1
"Massachusetts Clean Energy Center",Massachusetts Department of Energy Resources,OPV-JB111-00063,-1,16-Sep-2003,36.48,316396,131328,SCHOOL,0,0,-1,0,-1,02163,"Boston",MA,"NSTAR DBA EverSource",-1,"EDF Renewable Energy",0,180,-1,-1,0,-1,-1,"-1",-1,100,"-1",-1,100,"-1",-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"SMA America","SWR 2500U",1,"-1",-1,-1,"-1",-1,-1,0,0,-1,-1,1,-1,-1,2.5,-1,-1,0,-1,-1,"-1",-1,-1,-1
"Massachusetts Clean Energy Center",Massachusetts Department of Energy Resources,OPV-SP92-00064,-1,30-Jun-2004,7.102,68000,31960,RES,0,0,-1,0,-1,02540,"Falmouth",MA,"NSTAR DBA EverSource",-1,"Alternate Energy, Inc.",0,180,-1,-1,45,-1,-1,"-1",-1,510,"-1",-1,24,"-1",-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"Beacon Power","M5",1,"Xantrex Technology",SW4048 [120V],1,"-1",-1,-1,0,0,0,-1,0,1,-1,5,3.211,-1,0,0.86493727925953,-1,"-1",-1,-1,-1
"Massachusetts Clean Energy Center",Massachusetts Department of Energy Resources,OPV-SP92-00065,-1,15-Jan-2004,2.52,20900,11340,RES,0,0,-1,0,-1,02666,"Truro",MA,"NSTAR DBA EverSource",-1,"Alternate Energy, Inc.",0,180,-1,-1,35,-1,-1,"-1",-1,8,"-1",-1,-1,"-1",-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"SMA America","SWR 2500U",1,"-1",-1,-1,"-1",-1,-1,0,0,-1,-1,1,-1,-1,2.5,-1,-1,0,1.008,-1,"-1",-1,-1,-1
"Massachusetts Clean Energy Center",Massachusetts Department of Energy Resources,OPV-BF54-00066,-1,27-Oct-2003,2.64,27492,11880,RES,0,0,-1,1,1,01730,"Bedford",MA,"NSTAR DBA EverSource",-1,"Solar Works",0,180,-1,-1,-1,-1,-1,"-1",-1,24,"-1",-1,-1,"-1",-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"SMA America","SWR 2500U",1,"-1",-1,-1,"-1",-1,-1,0,0,-1,-1,1,-1,-1,2.5,-1,-1,0,1.056,-1,"-1",-1,-1,-1
"Massachusetts Clean Energy Center",Massachusetts Department of Energy Resources,CPV-MA19-00067,-1,24-Nov-2003,1.12,10600,4284,RES,0,0,-1,0,-1,02557,"Oak Bluffs",MA,"NSTAR DBA EverSource",-1,"-1",0,165,-1,-1,30,-1,-1,"-1",-1,7,"-1",-1,-1,"-1",-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"SMA America","SWR 2100U",1,"-1",-1,-1,"-1",-1,-1,0,0,-1,-1,0,-1,-1,2.1,-1,-1,0,-1,-1,"-1",-1,-1,-1
"Massachusetts Clean Energy Center",Massachusetts Department of Energy Resources,CPV-MA19-00068,-1,30-Mar-2004,1.12,11500,4284,RES,0,0,-1,0,-1,02575,"West Tisbury",MA,"NSTAR DBA EverSource",-1,"Mv Electricians",0,185,-1,-1,40,-1,-1,"APOS Energy",AP140,8,"-1",-1,-1,"-1",-1,-1,0,Polycrystalline,-1,-1,0,-1,-1,0,-1,-1,140,-1,-1,0.136852394916911,-1,-1,"SMA America","SWR 2100U",1,"-1",-1,-1,"-1",-1,-1,0,0,-1,-1,0,-1,-1,2.1,-1,-1,0,-1,-1,"-1",-1,-1,-1
"Massachusetts Clean Energy Center",Massachusetts Department of Energy Resources,CPV-MA19-00069,-1,02-Sep-2004,1.12,10600,4284,RES,0,0,-1,0,-1,02535,"Chilmark",MA,"NSTAR DBA EverSource",-1,"Mv Electricians",0,165,-1,-1,34,-1,-1,"-1",-1,7,"-1",-1,-1,"-1",-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"SMA America","SWR 2100U",1,"-1",-1,-1,"-1",-1,-1,0,0,-1,-1,0,-1,-1,2.1,-1,-1,0,-1,-1,"-1",-1,-1,-1
"Massachusetts Clean Energy Center",Massachusetts Department of Energy Resources,OPV-KW90-00070,-1,08-Oct-2003,2.4,20359,10800,SCHOOL,0,0,-1,0,-1,02575,"West Tisbury",MA,"NSTAR DBA EverSource",-1,"Mv Electricians",0,165,-1,-1,23,-1,-1,"Merlin Solar Technologies, Inc.",FX 150L-B,16,"-1",-1,-1,"-1",-1,-1,0,Monocrystalline,-1,-1,0,-1,-1,0,-1,-1,150,-1,-1,0.135135135135135,-1,-1,"SMA America","SWR 2500U",1,"-1",-1,-1,"-1",-1,-1,0,0,-1,-1,1,-1,-1,2.5,-1,-1,0,0.96,-1,"-1",-1,-1,-1
"Massachusetts Clean Energy Center",Massachusetts Department of Energy Resources,OPV-KW90-00071,-1,28-Dec-2003,1.12,12115,5040,COM,0,0,-1,0,-1,02575,"West Tisbury",MA,"NSTAR DBA EverSource",-1,"Mv Electricians",0,188,-1,-1,45,-1,-1,"-1",-1,7,"-1",-1,-1,"-1",-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"SMA America","SWR 2100U",1,"-1",-1,-1,"-1",-1,-1,0,0,-1,-1,0,-1,-1,2.1,-1,-1,0,-1,-1,"-1",-1,-1,-1
"Massachusetts Clean Energy Center",Massachusetts Department of Energy Resources,OPV-KW90-00072,-1,11-Dec-2003,2.4,18750,10800,GOV,0,0,-1,0,-1,02568,"Tisbury",MA,"NSTAR DBA EverSource",-1,"Steamship Authority Electrician",0,180,-1,-1,27,-1,-1,"Merlin Solar Technologies, Inc.",FX 150L-B,16,"-1",-1,-1,"-1",-1,-1,0,Monocrystalline,-1,-1,0,-1,-1,0,-1,-1,150,-1,-1,0.135135135135135,-1,-1,"SMA America","SWR 2500U",1,"-1",-1,-1,"-1",-1,-1,0,0,-1,-1,1,-1,-1,2.5,-1,-1,0,0.96,-1,"-1",-1,-1,-1
"Massachusetts Clean Energy Center",Massachusetts Department of Energy Resources,OPV-KW90-00073,-1,04-Mar-2004,3.705,36320,16675,COM,0,0,-1,0,-1,02568,"Tisbury",MA,"NSTAR DBA EverSource",-1,"Perry Electric",0,145,-1,-1,30,-1,-1,"-1",-1,13,"-1",-1,-1,"-1",-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"SMA America","SWR 2100U",1,"SMA America",SWR 2500U,1,"-1",-1,-1,0,0,0,-1,0,1,-1,2.1,2.5,-1,0,0.805434782608696,-1,"-1",-1,-1,-1
"Massachusetts Clean Energy Center",Massachusetts Department of Energy Resources,OPV-CD91-00074,-1,20-Nov-2003,1.2,11205,5400,RES,0,0,-1,0,-1,01240,"Lenox",MA,"National Grid",-1,"Berkshire Photovoltaic Services (BPVS)",0,194,-1,-1,60,-1,-1,"-1",-1,4,"-1",-1,-1,"-1",-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"SMA America","SWR 2100U",1,"-1",-1,-1,"-1",-1,-1,0,0,-1,-1,0,-1,-1,2.1,-1,-1,0,-1,-1,"-1",-1,-1,-1
"Massachusetts Clean Energy Center",Massachusetts Department of Energy Resources,OPV-CD126-00075,-1,24-Dec-2003,0.96,6584,3024,RES,0,0,-1,0,-1,01026,"Cummington",MA,"WMECO DBA EverSource",-1,"Berkshire Photovoltaic Services (BPVS)",0,194,-1,-1,22,-1,-1,"WAAREE ENERGIES LIMITED",WU-120,8,"-1",-1,-1,"-1",-1,-1,0,Polycrystalline,-1,-1,0,-1,-1,0,-1,-1,120,-1,-1,0.12202562538133,-1,-1,"Xantrex Technology","SW4024 [120V]",1,"-1",-1,-1,"-1",-1,-1,0,0,-1,-1,1,-1,-1,3.297,-1,-1,0,-1,-1,"-1",-1,-1,-1
"Massachusetts Clean Energy Center",Massachusetts Department of Energy Resources,OPV-CD125-00076,-1,26-Nov-2003,2.4,6295,4320,RES,0,0,-1,1,1,01254,"Richmond",MA,"WMECO DBA EverSource",-1,"Berkshire Photovoltaic Services (BPVS)",0,180,-1,-1,-1,-1,-1,"-1",-1,8,"-1",-1,-1,"-1",-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"Xantrex Technology","SW4048 [120V]",1,"-1",-1,-1,"-1",-1,-1,0,0,-1,-1,1,-1,-1,3.211,-1,-1,0,-1,-1,"-1",-1,-1,-1
"Massachusetts Clean Energy Center",Massachusetts Department of Energy Resources,CPV-LG8-00077,-1,19-Dec-2003,2.64,20211,10098,RES,0,1,-1,0,-1,02124,"Boston",MA,"NSTAR DBA EverSource",-1,"Zapotec Energy",0,180,-1,-1,5,-1,-1,"-1",-1,24,"-1",-1,-1,"-1",-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"SMA America","SWR 2500U",1,"-1",-1,-1,"-1",-1,-1,0,0,-1,-1,1,-1,-1,2.5,-1,-1,0,1.056,-1,"-1",-1,-1,-1
"Massachusetts Clean Energy Center",Massachusetts Department of Energy Resources,CPV-LG8-00080,-1,19-Nov-2003,2.4,20907,9180,COM,0,0,-1,0,-1,02459,"Newton",MA,"NSTAR DBA EverSource",-1,"Zapotec Energy",0,180,-1,-1,5,-1,-1,"-1",-1,8,"-1",-1,-1,"-1",-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"SMA America","SWR 2500U",1,"-1",-1,-1,"-1",-1,-1,0,0,-1,-1,1,-1,-1,2.5,-1,-1,0,0.96,-1,"-1",-1,-1,-1
"Massachusetts Clean Energy Center",Massachusetts Department of Energy Resources,CPV-LG8-00081,-1,19-Dec-2003,4.8,37428,20196,RES,0,0,-1,0,-1,02122,"Boston",MA,"NSTAR DBA EverSource",-1,"Zapotec Energy",0,200,-1,-1,34,-1,-1,"-1",-1,48,"-1",-1,-1,"-1",-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"SMA America","SWR 2500U",2,"-1",-1,-1,"-1",-1,-1,0,0,-1,-1,1,-1,-1,2.5,-1,-1,0,0.96,-1,"-1",-1,-1,-1
"Massachusetts Clean Energy Center",Massachusetts Department of Energy Resources,OPV-SW88-00082,-1,26-Feb-2004,2.76,19878,12420,RES,0,0,-1,0,-1,01772,"Southborough",MA,"National Grid",-1,"Conservation Services Group Csg",0,200,-1,-1,45,-1,-1,"-1",-1,24,"-1",-1,-1,"-1",-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"SMA America","SWR 2500U",1,"-1",-1,-1,"-1",-1,-1,0,0,-1,-1,1,-1,-1,2.5,-1,-1,0,1.104,-1,"-1",-1,-1,-1
"Massachusetts Clean Energy Center",Massachusetts Department of Energy Resources,OPV-SW88-00083,-1,14-Jan-2004,2.76,19878,12420,RES,0,0,-1,0,-1,01778,"Wayland",MA,"NSTAR DBA EverSource",-1,"Conservation Services Group Csg",0,180,-1,-1,35,-1,-1,"-1",-1,24,"-1",-1,-1,"-1",-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"SMA America","SWR 2500U",1,"-1",-1,-1,"-1",-1,-1,0,0,-1,-1,1,-1,-1,2.5,-1,-1,0,1.104,-1,"-1",-1,-1,-1
"Massachusetts Clean Energy Center",Massachusetts Department of Energy Resources,OPV-SW86-00084,-1,12-Jan-2004,2.64,19500,11880,NON-PROFIT,0,0,-1,0,-1,02090,"Westwood",MA,"NSTAR DBA EverSource",-1,"Conservation Services Group Csg",0,140,-1,-1,45,-1,-1,"-1",-1,24,"-1",-1,-1,"-1",-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"SMA America","SWR 2500U",1,"-1",-1,-1,"-1",-1,-1,0,0,-1,-1,1,-1,-1,2.5,-1,-1,0,1.056,-1,"-1",-1,-1,-1
"Massachusetts Clean Energy Center",Massachusetts Department of Energy Resources,OPV-SW86-00085,-1,25-Jan-2004,4.8,37665,23760,NON-PROFIT,0,0,-1,0,-1,02090,"Westwood",MA,"NSTAR DBA EverSource",-1,"Conservation Services Group Csg",0,180,-1,-1,30,-1,-1,"-1",-1,48,"-1",-1,-1,"-1",-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"SMA America","SWR 2500U",1,"-1",-1,-1,"-1",-1,-1,0,0,-1,-1,1,-1,-1,2.5,-1,-1,0,-1,-1,"-1",-1,-1,-1
"Massachusetts Clean Energy Center",Massachusetts Department of Energy Resources,OPV-SW88-00086,-1,14-Jan-2004,2.76,19300,12420,RES,0,0,-1,0,-1,01778,"Wayland",MA,"NSTAR DBA EverSource",-1,"Conservation Services Group Csg",0,160,-1,-1,35,-1,-1,"-1",-1,24,"-1",-1,-1,"-1",-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"SMA America","SWR 2500U",1,"-1",-1,-1,"-1",-1,-1,0,0,-1,-1,1,-1,-1,2.5,-1,-1,0,1.104,-1,"-1",-1,-1,-1
"Massachusetts Clean Energy Center",Massachusetts Department of Energy Resources,CPV-MA19-00087,-1,20-Apr-2004,1.8,14557.5,6885,RES,0,0,-1,0,-1,02540,"Falmouth",MA,"NSTAR DBA EverSource",-1,"Tj Design",0,160,-1,-1,45,-1,-1,"-1",-1,6,"-1",-1,-1,"-1",-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"SMA America","SWR 2100U",1,"-1",-1,-1,"-1",-1,-1,0,0,-1,-1,0,-1,-1,2.1,-1,-1,0,0.857142857142857,-1,"-1",-1,-1,-1
"Massachusetts Clean Energy Center",Massachusetts Department of Energy Resources,CPV-LG8-00088,-1,05-Dec-2003,2.4,18208,10098,RES,0,0,-1,0,-1,02460,"Newton",MA,"NSTAR DBA EverSource",-1,"Zapotec Energy",0,205,-1,-1,25,-1,-1,"-1",-1,24,"-1",-1,-1,"-1",-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"SMA America","SWR 2500U",1,"-1",-1,-1,"-1",-1,-1,0,0,-1,-1,1,-1,-1,2.5,-1,-1,0,0.96,-1,"-1",-1,-1,-1
"Massachusetts Clean Energy Center",Massachusetts Department of Energy Resources,CPV-MA19-00089,-1,12-Aug-2004,3,20197.5,11475,RES,0,0,-1,0,-1,02647,"Barnstable",MA,"NSTAR DBA EverSource",-1,"Tj Design",0,187,-1,-1,19,-1,-1,"-1",-1,10,"-1",-1,-1,"-1",-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"SMA America","SWR 2500U",1,"-1",-1,-1,"-1",-1,-1,0,0,-1,-1,1,-1,-1,2.5,-1,-1,0,1.2,-1,"-1",-1,-1,-1
"Massachusetts Clean Energy Center",Massachusetts Department of Energy Resources,GSI-PC43-00090,-1,21-Oct-2003,24,352310,538300,SCHOOL,0,0,-1,0,-1,01267,"Williamstown",MA,"National Grid",-1,"-1",0,180,-1,-1,32,-1,-1,"-1",-1,80,"-1",-1,-1,"-1",-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"SMA America","SWR 2500U",10,"-1",-1,-1,"-1",-1,-1,0,0,-1,-1,1,-1,-1,2.5,-1,-1,0,0.96,-1,"-1",-1,-1,-1
"Massachusetts Clean Energy Center",Massachusetts Department of Energy Resources,CPV-LR12-00091,-1,14-Nov-2003,1.32,10600,5940,RES,0,0,-1,0,-1,02472,"Watertown",MA,"NSTAR DBA EverSource",-1,"Conservation Services Group Csg",0,200,-1,-1,30,-1,-1,"-1",-1,12,"-1",-1,-1,"-1",-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"SMA America","SWR 2100U",1,"-1",-1,-1,"-1",-1,-1,0,0,-1,-1,0,-1,-1,2.1,-1,-1,0,-1,-1,"-1",-1,-1,-1
"Massachusetts Clean Energy Center",Massachusetts Department of Energy Resources,CPV-LR12-00092,-1,08-Feb-2004,2.76,17878,12420,RES,0,0,-1,0,-1,02476,"Arlington",MA,"NSTAR DBA EverSource",-1,"Conservation Services Group Csg",0,120,-1,-1,30,-1,-1,"-1",-1,24,"-1",-1,-1,"-1",-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"SMA America","SWR 2500U",1,"-1",-1,-1,"-1",-1,-1,0,0,-1,-1,1,-1,-1,2.5,-1,-1,0,1.104,-1,"-1",-1,-1,-1
"Massachusetts Clean Energy Center",Massachusetts Department of Energy Resources,CPV-LR12-00093,-1,10-Feb-2004,2.76,17878,12420,RES,0,0,-1,0,-1,01760,"Natick",MA,"NSTAR DBA EverSource",-1,"Conservation Services Group Csg",0,180,-1,-1,20,-1,-1,"-1",-1,24,"-1",-1,-1,"-1",-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"SMA America","SWR 2500U",1,"-1",-1,-1,"-1",-1,-1,0,0,-1,-1,1,-1,-1,2.5,-1,-1,0,1.104,-1,"-1",-1,-1,-1
"Massachusetts Clean Energy Center",Massachusetts Department of Energy Resources,OPV-SW86-00095,-1,10-Feb-2004,2.64,19500,11880,GOV,0,0,-1,0,-1,02090,"Westwood",MA,"NSTAR DBA EverSource",-1,"Conservation Services Group Csg",0,180,-1,-1,30,-1,-1,"-1",-1,24,"-1",-1,-1,"-1",-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"SMA America","SWR 2500U",1,"-1",-1,-1,"-1",-1,-1,0,0,-1,-1,1,-1,-1,2.5,-1,-1,0,1.056,-1,"-1",-1,-1,-1
